Value,Label
confidence is ignorance if youre feeling cocky its because theres something you dont know confidence is ignorance if youre feeling,English
Badhi nakaratmakk sochne dimaaglai par aati badhna Badhi nakaratmakk sochne Badhi nakaratmakk sochne dimaaglai par aati badhna Badhi nakaratmakk sochne,RomanNep
a lie can travel half way around the world while the truth is putting on its shoes a lie can,English
words i think are such unpredictable creatures no gun no sword no army or king will ever be more powerful,English
forgive o lord my little jokes on theeand ill forgive thy great big one on me forgive o lord my,English
clary felt suddenly annoyed when the selfcongratulatory part of the evening is over maybe we could get back to saving,English
Badliyou suru chinda Jaslai garthey marera gayo keti tyesko kabja garnay kathor mutu chhyatideu thiyo Badliyou suru chinda Jaslai garthey,RomanNep
wisdom comes from experience experience is often a result of lack of wisdom wisdom comes from experience experience is often,English
just when you think it cant get any worse it can and just when you think it cant get any,English
the marks humans leave are too often scars the marks humans leave are too often scars the marks humans leave,English
thau puchai Hidchu afulai rujhai udna chahanchu khulla akash Charai tira thari ful kaa baasna chaana sundar thau puchai Hidchu,RomanNep
if you want your children to be intelligent read them fairy tales if you want them to be more intelligent,English
children must be taught how to think not what to think children must be taught how to think not what,English
the last enemy that shall be destroyed is death the last enemy that shall be destroyed is death the last,English
Hamro jodi was best bhindai Oo kheri haasdai garthi Yesari dui ghumna majja aauchha bhanthee haase angaalo baadhe ramri chhau,RomanNep
no one is useless in this world who lightens the burdens of another no one is useless in this world,English
do not let your fire go out spark by irreplaceable spark in the hopeless swamps of the notquite the notyet,English
tajai tajai tajai tajai tajai tajai tajai tajai tajai tajai tajai tajai tajai tajai tajai tajai tajai tajai tajai tajai,RomanNep
even if you are on the right track youll get run over if you just sit there even if you,English
there must be something in books something we cant imagine to make a woman stay in a burning house there,English
my imagination functions much better when i dont have to speak to people my imagination functions much better when i,English
words dazzle and deceive because they are mimed by the face but black words on a white page are the,English
you think because he doesnt love you that you are worthless you think that because he doesnt want you anymore,English
Kharayo kachuwa daud thagchu holi rang dalnaparcha yar Kharayo kachuwa Kharayo kachuwa daud thagchu holi rang dalnaparcha yar Kharayo kachuwa,RomanNep
tomorrow may be hell but today was a good writing day and on the good writing days nothing else matters,English
a guy and a girl can be just friends but at one point or another they will fall for each,English
youve gotta dance like theres nobody watchinglove like youll never be hurtsing like theres nobody listeningand live like its heaven,English
you might want to lie down magnus advised i find that it helps when the crushing sense of horrible realization,English
Aja biswas lagney vanney hamro kohi pani chaina Kohi pani chaina kohi kohi pani chaina Aja biswas lagney vanney hamro,RomanNep
bheteko raata bheteko raata bheteko raata bheteko raata bheteko raata bheteko raata bheteko raata bheteko raata bheteko raata bheteko raata,RomanNep
Kina dekhidai chha pagalpan lakshyan K afno hak lagi naladu Kina dekhidai chha Kina dekhidai chha pagalpan lakshyan K afno,RomanNep
all the darkness in the world cannot extinguish the light of a single candle all the darkness in the world,English
books are a uniquely portable magic books are a uniquely portable magic books are a uniquely portable magic books are,English
Sapana bunchu kami Ataalinchu kai vo vani Sapana jiuna jaile chu Chorus Sapana bunchu kami Ataalinchu kai vo vani Sapana,RomanNep
Suna Susta sustai bujdai Suna Susta sustai bujdai Suna Susta sustai bujdai Suna Susta sustai bujdai Suna Susta sustai bujdai,RomanNep
clouds come floating into my life no longer to carry rain or usher storm but to add color to my,English
that does it said jace im going to get you a dictionary for christmas this yearwhy isabelle saidso you can,English
do you remember me telling you we are practicing nonverbal spells potteryes said harry stifflyyes sirtheres no need to call,English
stories you read when youre the right age never quite leave you you may forget who wrote them or what,English
do not read as children do to amuse yourself or like the ambitious for the purpose of instruction no read,English
is fat really the worst thing a human being can be is fat worse than vindictive jealous shallow vain boring,English
reading was my escape and my comfort my consolation my stimulant of choice reading for the pure pleasure of it,English
bhok khaja bhanee chhiryou mom face khaaye badhchha tesaile bhok khaja bhanee chhiryou mom face khaaye badhchha tesaile bhok khaja,RomanNep
the truth is unless you let go unless you forgive yourself unless you forgive the situation unless you realize that,English
there are darknesses in life and there are lights and you are one of the lights the light of all,English
hareko madhya Aghi aakasat kurai bhaina hareko madhya Aghi aakasat kurai bhaina hareko madhya Aghi aakasat kurai bhaina hareko madhya,RomanNep
Mero kalo mukh kalo soch kalo man Sansaar kalo ma tyo bhanda ni kalo jhan Kalo raat kalo aakash badal ko ni kalo rang Dukhi chas bhane muji ta ni kalo ban,RomanNep
Darsak basney kursi payo dr babu ram prachanda Jodi Table thoknu Tesko Darsak basney kursi payo dr babu ram prachanda,RomanNep
if youre looking for sympathy youll find it between shit and syphilis in the dictionary if youre looking for sympathy,English
suffering has been stronger than all other teaching and has taught me to understand what your heart used to be,English
for what its worth its never too late or in my case too early to be whoever you want to,English
